normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
asda,asda,Manual review / complex ownership,manual_review,dairies,DACH|UK_IE,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mozzarella | Ricotta | Lactose free milk,Asda | Asda | asda | Asda,append_candidate,,
bio village,bio village,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Éthiopie café moulu | Boisson soja calcium | 100% jus de Grenade | thé noir earl grey,Biovillage | BIOVILLAGE | biovillage | biovillage,append_candidate,,
bio village,bio village,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Beurre moulé doux | Emmental Au lait cru | emmental râpé au lait cru | Beurre moulé doux,Biovillage | Biovillage | Biovillage | Biovillage,append_candidate,,
bjorg,bjorg,Manual review / complex ownership,manual_review,cereals,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Croustillant Chocolat | Flocons d'avoine 4 graines et raisins | Crousti' Avoine Chocolat | Muesli fibres - Son de blé, Figues, Pruneaux",Bjorg | Bjorg | Bjorg | Bjorg,append_candidate,,
bjorg,bjorg,Manual review / complex ownership,manual_review,snacks,FRANCE,,Algeria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Biscuit Bio Bjorg Fourre Choco x2 | Fourres au chocolat au lait bio | Fourres au chocolat noir bio | Goûters fourrés à la vanille bio,Bjorg | Bjorg | Bjorg | Bjorg,append_candidate,,
bonneterre,bonneterre,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Poudre de lait écrémé | Lait stérilisé U.H.T. Demi écrémé | Velouté brebis nature | Gouda Vieux de Chevre,Bonneterre | Bonneterre | Bonneterre | Bonneterre,append_candidate,,
cape cod,cape cod,Manual review / complex ownership,manual_review,snacks,US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kettle Cooked Potato Chips Sea Salt & Vinegar | Sweet & Spicy Jalapeño Kettle Cooked Potato Chips | Waves Sea Salt | Less Fat Original,Cape Cod | Cape Cod | Cape Cod | Cape Cod,append_candidate,,
caprice des dieux,caprice des dieux,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mini Caprice & Go | Mini Caprice Pocket | En Cas de Caprice | En Cas de Caprice ... (31 % MG),"Caprice des Dieux, Savencia | Caprice des Dieux, Savencia | Caprice Des Dieux, Savencia | Caprice des Dieux, Savencia",append_candidate,,
cathedral city,cathedral city,Manual review / complex ownership,manual_review,dairies,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,OUR EXTRA MATURE CHEDDAR | Our Mature Cheddar | Cathedral City Vintage Cheddar 300G | Extra Mature Cheddar,CATHEDRAL CITY | Cathedral City | Cathedral City | Cathedral City,append_candidate,,
chabrior,chabrior,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Forme & chocolat noir | Corn Flakes | Corn flakes BIO | Muesli crisp tout chocolat,"Brüggen,Chabrior,Intermarché | Brüggen,Chabrior,Intermarché | Brüggen,Chabrior,Intermarché | CHABIOR, Chabrior",append_candidate,,
chobani,chobani,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,chobani probiotic cherry hibiscus tea drink | Caramel Macchiato Coffee Creamer | Coffee Creamer - French Vanilla | Extra creamy oat milk,Chobani | Chobani | Chobani | Chobani,append_candidate,,
chobani,chobani,Manual review / complex ownership,manual_review,dairies,US_CANADA,,Mexico,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chobani 20G Protein Zero Added Sugar Mixed Berry Vanilla | Greek Yogurt Blueberry on the Bottom | Greek Yogurt Nonfat Plain | Greek Yogurt Whole Milk Plain,Chobani | Chobani | Chobani | Chobani,append_candidate,,
cinnamon toast crunch,cinnamon toast crunch,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Crispy, Sweetened Whole Wheat And Rice Cereal, Cinnamon | Loaded | Crispy, Sweetened Whole Wheat And Rice Cereal | Crispy, Sweetened Whole Wheat & Rice Cereal",Cinnamon toast crunch | Cinnamon Toast Crunch | Cinnamon toast crunch | Cinnamon toast crunch,append_candidate,,
clif,clif,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Lemon lime-ade electrolyte drink mix, lemon lime-ade | Cranberry razz electrolyte drink mix, cranberry razz | Shot Energy Gel | Clif shot og strawberry fz","Clif, Clif Bar And Company | Clif, Clif Bar And Company | Clif | Clif",append_candidate,,
clover,clover,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Frosted fudge toaster pastries, frosted fudge | Clover club, potato chips | Clover club, potato chips, sweet-hot sriracha | Cheese Dip with Cracker Sticks","Clover, Clover Velley | Clover, Clover Club | Clover, Clover Club Foods Company | Clover",append_candidate,,
country crock,country crock,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,PLANT BUTTER | Plant butter with avocado oil | COUNTRY CROCK PLANT BUTTER with OLIVE OIL | Dairy free unsalted butter,COUNTRY CROCK | Country Crock | COUNTRY CROCK | Country crock,append_candidate,,
delhaize,delhaize,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Thé Noir English Breakfast | Sirop de grenadine | Vin Sirah rosé | Pure classic Jus d'orange avec pulpe,Delhaize | Delhaize | Delhaize | Delhaize,append_candidate,,
delhaize,delhaize,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fromage à tartiner avec chèvre & noix | Delhaize | Crème | Diluèe | Light | 7% M.G. 25 cl | Milk whole delhaize | Gorgonzola AOP,"Delaize, Delhaize | Delaize, Delhaize | 365 essential, Delhaize | DELMAIZE, Delhaize",append_candidate,,
delhaize,delhaize,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Delhaize Tortilla Chips Nacho Cheese Mexico | Cookies Superfruit | Assortiments de biscuit | Chocolat noir,"delhaize | Delhaize | Delhaize | Delhaize, Delhaize 365",append_candidate,,
delhaize bio,delhaize bio,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Iced Tea Green Bio | Jus D'orange Bio Delhaize | Jus de pomme | Jus de pomme et mangue,Delhaize bio | Delhaize Bio | Delhaize bio | Delhaize bio,append_candidate,,
eco+,eco+,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Emmental | Camembert au lait pasteurisé | Fromage blanc 0% MG | Emmental râpé,"€co+,Eco+ | €co+,Eco | ECO PLUS,Eco+,Eco | ECO PLUS,Eco,Eco+,€CO+",append_candidate,,
famous amos,famous amos,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Bite Size Cookies | Chocolate Chip | Chocolate Chip Bite-Size Cookies | Chocolate Chip,Famous Amos | Famous Amos | Famous Amos | Famous Amos,append_candidate,,
ferrero,ferrero,Manual review / complex ownership,manual_review,snacks,DACH|FRANCE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinderriegel | Kinder mini moulage confiserie en forme de personnage recouverte de chocolat superieur au lait 15gx3 | Kinder Überraschung | Duplo Milchcreme,Ferrero | Ferrero | Ferrero | Ferrero,append_candidate,,
flora,flora,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Flora Original | Plant Butter Spreadable | Flora plant butter | Light I can't believe it's not Butter!,Flora | Flora | Flora | Flora,append_candidate,,
franprix bio,franprix bio,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolat noir bio 74% | Petit beurre | Sablés céréales chocolat noir bio | crackers emmental et graines de courge bio,"Franprix Bio,Franprix | FRANPRIX BIO | Franprix Bio,Franprix | Franprix Bio",append_candidate,,
galbani,galbani,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,ricotta | Crema al Mascarponee | Galbani mozzarella cucina 400g | Mozzarella di latte di Bufala,Galbani | Galbani | Galbani | Galbani,append_candidate,,
gerlinéa,gerlinéa,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Barres choco noisette | Biscuit Au Son D Avoine | Ma pause | Barre De Régime Orange Et Chocolat Noir,Gerlinéa | Gerlinea | Gerlinéa | Gerlinéa,append_candidate,,
go ahead,go ahead,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yogurt Breaks Forest Fruit | Yogurt Breaks Strawberry | Go Ahead! Strawberry Yogurt Breaks 5 Packs of 2 Slices (178g) | Fruit & Oat Bakes Apple,Go Ahead | Go Ahead | Go ahead! | Go Ahead,append_candidate,,
gogo squeez,gogo squeez,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yogurtz Blueberry | Kids' yogurtz Blueberry Berry | Squeez Yogurtz | Yogurtz,GoGo squeeZ | Gogo Squeez | GoGo Squeez | GoGo squeeZ,append_candidate,,
great value,great value,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"barbecue chips | Cheddar sour cream | Original beef jerky, original | Jumbo Biscuits","Walmart, Great Value | Walmart, Great Value | Walmart, Great Value | Wal-Mart Stores Inc.,Great Value",append_candidate,,
grenade,grenade,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Grenade Protein Shake Fudge Brownie | Protein Shake Fudge Brownie Flavor | Grenade protein shake low sugar white chocolate | Protein Shake Strawberries & Cream,Grenade | Grenade | Grenade | Grenade,append_candidate,,
grenade,grenade,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,50 calibre pre-workout killa cola | Peanut butter & jelly protein bar | Chocolate chip salted caramel bar | Roasted Peanut Flavour Protein Bar with Roasted Peanut Pieces in White Chocolate with Sweeteners,Grenade | Grenade | Grenade | Grenade,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Tagada l'originale | Dragibus soft | Dragibus | Haribo Schlümpfe,Haribo | Haribo | Haribo | Haribo,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,DACH|US_CANADA,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder Party | HARIBO lemon and lime | Color-Rado | haribo,Haribo | Haribo | Haribo | Haribo,append_candidate,,
hema,hema,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Flocon d'avoine biologiques | Flocons de quinoa | Muesli Biologique Aux Fruits Et Noix | Organic crunchy muesli,"Hema, Suree | Hema | hema | Hema",append_candidate,,
huel,huel,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Huel Bar cacao & orange | Huel Bar v3.1 Chocolate | Huel Complete Nutrition Bar - Chocolate Fudge Brownie | Complete Nutrition Bar,Huel | Huel | Huel | Huel,append_candidate,,
isostar,isostar,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pulse - Chocolat guarana barre sport | Energy sport bar cereals and chocolate flavour | Isostar Long Distance Endurance Barre Sport Céréales & Fruits | Energy sport bar,"Isostar | Isostar, Nutrition et Santé, Nutrition et Santé S.A.S. | Isostar | Isostar",append_candidate,,
isostar,isostar,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Isostar High Energy Tablets Lemon | Barres Isostar Pulse Guarana noisette chocolat | Energy Booster Cranberry Grenadine | Cioccolate crispy,Isostar | Isostar | Isostar | Isostar,append_candidate,,
jacob's,jacob's,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Jacob's, cream crackers | Mediterraneó | Jacob's, traditional golden coconut biscuits | Mikado",Jacob's | Jacob's | Jacob's | Jacobs,append_candidate,,
jacobs douwe egberts,jacobs douwe egberts,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Café L'or Forza 9 | L'or espres delizioso x10+1 grt | L'or espresso ristretto | Bocal Instant Classic L OR,"Jacobs Douwe Egberts, L'Or | JACOBS DOUWE EGBERTS | JACOBS DOUWE EGBERTS | JACOBS DOUWE EGBERTS",append_candidate,,
jacobs suchard,jacobs suchard,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Freia, Milk Chocolate | Prince Polo Xxl Milk Chocolate Confection | Prince Poloclassic Dark Chocolate Confection | Prince polo hazelnut milk chocolate bars",Jacobs Suchard | Jacobs Suchard | Jacobs Suchard | Jacobs Suchard,append_candidate,,
jardin bio,jardin bio,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Nos tartinettes à croquer | Chips au Sarrasin Bio Jardin | Tartinettes à la Myrtille | Tartinettes au citron,"Jardin biologique, jardin Bio | Jardin biologique, jardin bio | Jardin BioLéa Nature,Jardin bio | Léa Nature, jardin bio",append_candidate,,
jardin bio etic,jardin bio etic,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Jus de pomme biologique | thé vert équitable matcha citron | Happy digestion | infusion équitable digestion légère,Jardin bio etic | jardin bio etic | Jardin Bio étic | jardin bio étic,append_candidate,,
kashi,kashi,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Grappes soufflées Vanille et graine de citrouille Go Lean | organic autumn wheat | Organic blueberry clusters | GO Lean Original Cereal,kashi | kashi | Kashi | Kashi,append_candidate,,
kashi go,kashi go,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,mixed berry crunch | original | cinnamon crunch | honey almond flax crunch,Kashi Go | Kashi GO | Kashi GO | Kashi GO,append_candidate,,
keebler,keebler,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Bite Size Cookies | Original cookies, original | Animal crackers | Simply Made, Cookies",Keebler | Keebler | Keebler | Keebler,append_candidate,,
kind,kind,Manual review / complex ownership,manual_review,cereals,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Banana Nut Clusters | Cinnamon Oat Granola with Flax Seeds | Vanilla Blueberry Granola with Flax Seeds | healthy grains granola Almond Butter,Kind | KIND | KIND | KIND,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"kinder | Suprise - Les Schtroumpfs 2 | Kinder pingui gouter frais genoise avec chocolat noir extra, fourree lait et cacao t8 pack de 8 etuis | Kinder Chocolate","Ferrero, Kinder | Ferrero, Kinder, Kinder Surprise | Ferrero,Kinder | Kinder",append_candidate,,
kinder surprise,kinder surprise,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder surprise | Kinder Surprise - + lait - cacao | Kinder Surprise | 80765936,"Kinder surprise | KINDER SURPRISE | Kinder Surprise, ferrero | Kinder surprise",append_candidate,,
larabar,larabar,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Peanut Butter Chocolate Chip | Grain free granola | Renola reinventing granola | Larabar, renola, grain free granola, berry",Larabar | Larabar | Larabar | Larabar,append_candidate,,
little bites,little bites,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolate Chip Muffins | Strawberry Yogurt Muffins | Chocolatey Chip Muffins | Little Bites Chocolatey Chip Muffins,"Little Bites | Little Bites, Entenmann's | Little Bites | Little Bites",append_candidate,,
lu,lu,Manual review / complex ownership,manual_review,snacks,FRANCE,,Algeria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Croustille | Croustille goût Lait carousel | Gaufrette Croustillé au Goût de crème Noisette | Prince,"Lu | lu,mondelez | LU | LU",append_candidate,,
m&m's,m&m's,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peanut Pouch | M&M hazelnut | Crispy Hiprotein | chocolate M&M's minis m m m m m m m m nn mn 3-38.3,m&m's | M&M's | m&m's | M&M's,append_candidate,,
mars,mars,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Milk Drink | Mars Milkshake | Mars Mix | Milky way chocolate milkshake,Mars | Mars | Mars | Mars,append_candidate,,
mars,mars,Manual review / complex ownership,manual_review,snacks,DACH|FRANCE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Bounty | Mars Brownie | Fanfare | Twix Xtra,Mars | Mars | Mars | Mars,append_candidate,,
meijer naturals,meijer naturals,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Meijer naturals, animal cookies, vanilla | Microwave popcorn | Original all natural microwave popcorn | Meijer naturals, all natural microwave popcorn, light butter",Meijer Naturals | Meijer Naturals | Meijer Naturals | Meijer Naturals,append_candidate,,
migros,migros,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pain chocolat pur beurre | Tresse au beurre | Lapin de Paques | Biscuit epautre,Migros | Migros | Migros | Migros,append_candidate,,
milbona,milbona,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Boisson soja cacao | Bio Organic Almond Drink | Bebida de amêndoa original | Lait d'Amande Bio,"Milbona | Milbona | Milbona | Lidl, Milbona",append_candidate,,
milbona,milbona,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yaourts Brassés à La Pulpe De Fruitsiaurt | Griego | Mantequilla Light*,"Milbona | Milbona | Milbona,Lidl | Milbona",append_candidate,,
milbona,milbona,Manual review / complex ownership,manual_review,dairies,DACH|FRANCE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Tilsiter | Mozzarella gerieben Bio | Emmentaler gerieben,Milbona | Milbona | Milbona | Milbona,append_candidate,,
milbona,milbona,Manual review / complex ownership,manual_review,dairies,FRANCE,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Emmental Milbona | Камембер | Crème dessert saveur chocolat riche en protéine | Crème dessert saveur vanille,Milbona | Milbona | Milbona | Milbona,append_candidate,,
milbona,milbona,Manual review / complex ownership,manual_review,dairies,FRANCE|BENELUX,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,4,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Vla met vanillesmaak | Bifidus Probiotischer Joghurt, Erdbeer | PARMIGIANO REGGIANO DOP | Goudse kaas, oud, 48+, minimaal 52 weken gerijpt, stuk",Milbona | Milbona | Milbona | Milbona,append_candidate,,
