normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
bonne maman,bonne maman,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,bonne maman ma semoule au lait | Chocolate mousse | Bonne Maman Yoghurt Rubarb and Strawberry | Yoghurt violet fig | Yoghurt Morello Cherry,bonne maman | Bonne Maman | Bonne Maman | Bonne Maman | Bonne Maman,append_candidate
boursin,boursin,Bel Group,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,18,Known Bel Group cheese brand.,"Boursin Gournay cheese | Boursin Cracked Black Pepper Soft White Cheese | Shallot & Chive Spreadable Gourmet Cheese | Boursin, gournay cheese, apple, cranberry & cinnamon, apple, cranberry & cinnamon | Boursin, gourmet spreadable cheese, garlic & herb",Boursin | Boursin | Boursin | Boursin | Boursin,append_candidate
godiva,godiva,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Godiva | Milk Chocolate Solid Bunny | Dark chocolate almond | Chocolat au lait praliné nougatine | Dark chocolate 72% cacao,Godiva | Godiva | Godiva | Godiva | Godiva,append_candidate
kraft,kraft,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kraft Italian five cheese | White American | Fromage Parmesan Râpé | Préparation De Fromage Fondu Velveeta | Fromage Parmesan Râpé,Kraft | Kraft | Kraft | Kraft | Kraft,append_candidate
le rustique,le rustique,Savencia,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Other / not mapped to a company,18,Known Savencia cheese brand.,Tomme fruitée | Le grand Rustique | le grand rustique | Le Rustique | Le Rustique Camembert 250g Offre éco | Coulommiers,"CF&R, Le Rustique, Savencia | CF&R, Jean Verrier, Le Rustique, Savencia | CF&R, Le Rustique, Savencia, jean verrier | CF&R, Jean Verrier, Le Rustique, Savencia | CF&R, Le Rustique, Savencia | Agropur, CF&R, Le Rustique",append_candidate
lidl,lidl,Lidl,direct,beverages,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Lidl retailer/private-label brand line.,Forte lungo | Icea tea | Mineralwasser still 6er Pack | Sirop cassis | Emmentaler,"Lidl | Lidl | Lidl | Lidl | Lidl, Penny",append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Lidl retailer/private-label brand line.,"butter | Harzer Käse | Chèvrelard | Le Gruyère, Gerieben | Yogourt framboise","lidl | Lidl | Lidl, Petit Chebra | Lidl | Lidl, Qualité Suisse",append_candidate
pepperidge farm,pepperidge farm,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Pepperidge farm cheddar crackers | Sweet & simple cookies, salted caramel | Goldfish Baked Cheddar | Milano Double Milk Chocolate | Farmhouse thin crispy dark chocolate chip cookies",Pepperidge Farm | Pepperidge Farm | Pepperidge Farm | Pepperidge Farm | Pepperidge Farm,append_candidate
philadelphia,philadelphia,Manual review / complex ownership,manual_review,dairies,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Queso cremoso | Original | Original Pack Familiar | Philadelphia | Philadelphia | Philadelphia Light,"Philadelphia | Philadelphia,Mondelez | Philadelphia | Philadelphia | Philadelphia | Mondelēz, Philadelphia",append_candidate
sainsburys,sainsburys,Sainsbury's,direct,cereals,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Sainsbury’s retailer/private-label brand line.,Porridge oats | Wholewheat biscuits | Pure Porridge Oats | Whole Scottish Porridge Oats | Fruit & nut muesli,"Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's, Taste the difference, Tesco Taste the Difference",append_candidate
tate's bake shop,tate's bake shop,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,18,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Chocolate chip cookies | Pumpkin Spice Cookies | Oatmeal Raisin Cookies | Whole wheat dark chocolate cookies, whole wheat dark chocolate | Walnut Chocolate Chip Cookies",Tate's bake shop | Tate's Bake Shop | Tate's Bake Shop | Tate's Bake Shop | Tate's Bake Shop,append_candidate
tesco,tesco,Tesco,direct,snacks,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Tesco retailer/private-label brand line.,Nice Biscuits | Custard Creams | MARSHMALLOWS | White Cooking Chocolate | Scottish Rough Oatcakes,Tesco | Tesco | TESCO | Tesco | Tesco,append_candidate
Carrefour Bio,carrefour bio,Carrefour,direct,cereals,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,17,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Muesli croustillant chocolat | Muesli croustillant | Muesli 5 céréales nature | Corn flakes | Croustillant Chocolat quinoa,"Carrefour BIO, Carrefour | Carrefour BIO,Carrefour | Carrefour BIO,Carrefour | Carrefour Bio,Carrefour | Carrefour Bio,Carrefour",append_candidate
Coca-Cola,coca-cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,17,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Cola Regular - Coca-cola - 1.5 Liters | Coca-Cola Collector 2013 | Coca-Cola | Coca Cola Original taste,Coca-Cola | Coca-Cola | Coca Cola | Coca-Cola | Coca-Cola,append_candidate
San Pellegrino,san pellegrino,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,San Bitter Aperitif 6 x | Eau gazeuse | Chinotto Original En Bouteille x6 | Melograno et Arancia | San Pellegrino pamplemousse | San Pellegrino | Eau minérale naturelle gazeuse,"Nestlé, San Pellegrino | Nestlé,San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | San Pellegrino, Nestlé | San Pellegrino",append_candidate
Smarties,smarties,Nestlé,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Nestlé,Manual review / complex ownership,17,Proposed company mapping is concrete; approve for launch.,SMARTIES Chocolat blanc Sachet 250g | SMARTIES Hexa Multipack 6x34g | Lapin en chocolat Klapperhase | Père Noël | SMARTIES poussin 85g,"Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties",append_candidate
Velveeta,velveeta,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Sharp Cheddar Pasteurized Recipe Cheese Product, Sharp Cheddar | Pasteurized Recipe Product With Jalapeo Peppers Cheese | Shreds, Mozzarella | Pasteurized Recipe Cheese Product, Original | 2% Milk Cheese",Velveeta | Velveeta | Velveeta | Velveeta | Velveeta,append_candidate
anchor,anchor,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,New zealand butter salted | Unsalted butter | Beurre | Lait entier | Vanilla Custard,Anchor | Anchor | Anchor | Anchor | Anchor,append_candidate
babybel,babybel,Bel Group,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,17,Known Bel Group cheese brand.,Babybel Mini Original Semisoft Cheese | Semisoft Cheese | Original mini semisoft cheeses | White cheddar | Mini Original Semisoft Cheese,Babybel | Babybel | Babybel | Babybel | Babybel,append_candidate
chabrior,chabrior,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Petit beurre | Turbulo lait - 195g - P'tits Prods | Cookies tout chocolat - 200g | Barres céréalières à la pomme x6 - 125 g | Feuilletés Palmiers,"Chabrior,Filet Bleu,Intermarché | Chabrior | CHABRIOR | Chabrior, Intermarché | Chabrior,Intermarché,Biscuit International",append_candidate
chobani flip,chobani flip,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peanut Butter Cup | S'more S'mores | Key Lime Crumble | Almond Coco Loco,Chobani flip | Chobani flip | Chobani flip | Chobani flip | Chobani flip,append_candidate
danonino,danonino,Danone,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Danone,17,Known Danone brand / brand line missing from proposed company mapping.,Danonino | Danonino gourde fraise banane 70 g x 4 | Danonino aux fruits fraise framboise abricot 100 g x 6 | Danoino aux fruits fraise framboise abricot 50 g x 6 | Danonino aux fruits panache 50 g x 24,"Danone, Danonino | Danone, Danonino, Danonino pouch | Danone, Danonino, Danonino fruits | Danone, Danonino, Danonino fruits | Danone, Danonino, Danonino fruits",append_candidate
honey bunches of oats,honey bunches of oats,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Cereal, crunchy honey roasted | Whole grain cereal | Chocolatey almond crunch whole grain cereal | Protein Granola With Dark Chocolate | Honey bunches of oats cereal honey crunch","Honey Bunches Of Oats, Post | Honey Bunches Of Oats, Post Foods Llc | Honey Bunches Of Oats, Post Foods Llc | Honey Bunches Of Oats | Honey Bunches Of Oats, Post Foods Llc",append_candidate
isostar,isostar,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Cereal max energy - APPLE Apricot | Isostar After Sport Bar, Chocolate | CEREAL MAX ENERGY | Cereal Max Energy | Cereal Max Energy Noisette Chocolat",Isostar | Isostar | isostar | Isostar | Isostar,append_candidate
jacob's,jacob's,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Twiglets Original | HIGH FIBRE CREAM CRACKERS | Cream Crackers Twin Pack 2 x | Choice Grain Multigrain Crackers | Cream Crackers Original,"Jacobs | Jacob's, Jacobs | Jacobs | Jacobs | Jacob's",append_candidate
lidl,lidl,Lidl,direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,17,Obvious Lidl retailer/private-label brand line.,"Original Unsweetened Almondmilk | Lemongrass & peppermint, green tea | Electrolyte water | Spring Water | Blueberry herbal tea",Lidl | Lidl | Lidl | Lidl | Lidl,append_candidate
mars,mars,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mars | Amicelli | Mars 10+2 Riegel 540G | Mars x5. | Ice Cream,"Mars, Mars Wrigley | Mars | Mars | Mars, Mars Wrigley | Mars",append_candidate
mentos,mentos,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Choc & caramel white | White bubble fresh | Mentor tropical chewing gum | Chewing gum pure fresh cherry flavour | mentos cleanbreath,"Mentos, Perfetti | Mentos | Mentos | Mentos | Mentos",append_candidate
parmalat,parmalat,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Jus d'orange | Santal pesca | Bio Ace | Refresh mirtillo | Succo Bosco mix,"Parmalat | Parmalat | Parmalat, Santal | Parmalat, Santal | Parmalat, Santal",append_candidate
powerade,powerade,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,POWERade Mountain Berry Blast | Powerade zero | ZERO Mixed Berry | Sports Drink Mix | Powerade Zero Fruit Punch,POWERade | Powerade | Powerade | Powerade | Powerade,append_candidate
sainsburys taste the difference,sainsburys taste the difference,Sainsbury's,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Sainsbury’s retailer/private-label brand line.,Montagnolo affine | grana padano riserva d.o.p | AUTHENTIC GREEK YOGURT | Authentic Greek Yogurt | Comte,"sainsbury's taste the difference, Sainsburys | Sainsbury's taste the difference, Sainsbury's, Sainsburys | Sainsbury's taste the difference | Sainsbury's Taste the Difference | Sainsbury's taste the difference, Sainsbury's",append_candidate
st môret,st môret,Savencia,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,17,Known Savencia cheese brand.,St moret legers | St moret leger 8%mg | Le Goût Primeur léger 8% mg | Le goût primeur | St Moret,St Moret | St Moret | St Moret | St Moret | St Moret,append_candidate
tic tac,tic tac,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,apple mix | Tic Tac mint | Tic Tac goût Orange | fresh mint | Bonbons Tic Tac x110 pastilles MENTHE - 54g | Bonbons Tic Tac x110 pastilles MENTHE EXTRA FRAÎCHE - 54g | Bonbons Tic Tac x110 pastilles ORANGE & CITRON VERT - 54g | Bonbons Tic Tac x110 pastilles DUO DE FRAISES - 54g,"Tic Tac, Ferrero | Tic Tac | Tic Tac | Tic Tac | Tic Tac | Ferrero, Tic tac | Ferrero,Mixte,TIC TAC | Ferrero, TIC TAC | Ferrero, Mixte, TIC TAC | Ferrero, TIC TAC",append_candidate
tipiak,tipiak,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,8 fancy macarons fantaisie | Trench Macarons | biscuits apéritif emmental | 10 Fleurons | Galette bretonnes,Tipiak | Tipiak | Tipiak | Tipiak | Tipiak,append_candidate
u bio,u bio,Système U,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Système U,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Système U retailer/private-label brand line in France.,Petit-Beurre | Pains au lait nature | Biscuits épeautre et sésame | Pains au chocolat pur beurre | Pain aux raisins U bio,U Bio | U Bio | U bio | U Bio | U Bio,append_candidate
waitrose,waitrose,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,WR Shortbread Fingers 200g | Essential waitrose wholewheat biscuits | WR AB Cheese & Poppy Seed Twists 125g | Mini Flapjack Bites | Duchy Organic Orange Biscuits Coated in Dark Chocolate,Waitrose | Waitrose | Waitrose | Waitrose | Waitrose,append_candidate
weetabix,weetabix,Manual review / complex ownership,manual_review,cereals,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,17,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Blueberry mini muffins | Crunchy Weeties | Ready Brek Original | Weetabix On The Go | Simply Berries - Swiss style Muesli,Weetabix | Weetabix | Weetabix | Weetabix | Weetabix,append_candidate
Alpro,alpro,Manual review / complex ownership,manual_review,beverages,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,almond barista milk | Soya Milk no sugars | Alpro Almond | soya | Alpro Soya Chocolate,Alpro | Alpro | Alpro | alpro | Alpro,append_candidate
Blédina,blédina,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Blédilait Croissance | Blédîner Semoule vanille et fleur d'oranger | BLEDINA BLEDINER BRIQUES Carottes petits pois 2X250 ML Dès 12 mois | BLEDINA BLEDINER BRIQUES Epinards 2x250ml Dès 6 mois | Desserts vanille | Blédi'Délice chocolat,"blédina | Blédina | BLEDINA, Blédiner | BLEDINA, Blédiner | Bledina | Blédina, Danone",append_candidate
Cailler,cailler,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolat au lait amandes et miel | Chocolat au lait aéré avec nougat au miel | Dunkle schokolade | Chocolat | Chocolat au lait et caramel salé | Assortiment La Branche Mini | L'Ecorcé Chocolat noir 70%,"Cailler | Cailler | Cailler | Cailler | Cailler | Nestlé, Cailler | Nestlé,Cailler",append_candidate
Carrefour Bio,carrefour bio,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,16,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crackers Espelta 3 semillas | Galletas de arroz inflado rellenas de chocolate y avellana | Chocolate negro | Petit beurre tablette Chocolat noir | Chocolate negro con almendras caramelizadas,"Carrefour BIO, Carrefour | Carrefour BIO, Carrefour | Carrefour BIO | Carrefour BIO, Carrefour | Carrefour BIO,Carrefour",append_candidate
Fitness,fitness,Nestlé,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,16,Known Nestlé brand / brand line missing from proposed company mapping.,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel | Fitness Croquant d'avoine | Fitness nutritious energy CHOCOLATE | Fitness chocolat noisette | Fitness original grains entiers d'avoine complète | Fitness Bio | Nestle fitness honey and almond | Fitness Granila | Fitness granola | Fitness cup choco lait,"Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Fitness | Fitness | Fitness | Fitness | Fitness",append_candidate
Gatorade,gatorade,PepsiCo,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,16,Known PepsiCo brand / regional alias missing from proposed mapping.,"G Perform Thirst Quencher - Frost Glacier Freeze | Gatorade Fruit Punch | Gatorade - Sport Drink - Aromă de zmeură | Gatorade Pulver Lemon | Gatorade Poudre Goût Orange 350 GR, 1 Boîte",Gatorade | Gatorade | Gatorade | Gatorade | Gatorade,append_candidate
Minute Maid,minute maid,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Minute Maid Multivitamines | Minute Maid Orange | Jus d'orange avec pulpe à base de concentré doux | Minute Maid multivitamines | Great Start! | Minute Maid multivitamines,"Minute Maid | Minute Maid | Minute maid | Minute Maid | Minute Maid | Coca-Cola, Minute Maid",append_candidate
Nespresso,nespresso,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Nespresso Pistachio Vanilla | Ispirazione Firenze arpeggio decaffeinato | Nespresso decaffeinato volluto | Nespresso Coffee | Nespresso Melozio Pod,Nespresso | Nespresso | Nespresso | Nespresso | Nespresso,append_candidate
Perrier,perrier,Manual review / complex ownership,manual_review,beverages,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Carbonated mineral water | Carbonated mineral water | Carbonated Mineral Water | Perrier, sparkling natural mineral water, pink grapefruit",Perrier | Perrier | Perrier | Perrier | Perrier,append_candidate
Schweppes,schweppes,Suntory Beverage & Food,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Suntory Beverage & Food,16,Proposed company mapping is concrete; approve for launch.,Tonic Water | Soda Water | zero sugar lemonade | Indian tonic water | Schweppes Tonic Water,Schweppes | Schweppes | Schweppes | Schweppes | Schweppes,append_candidate
aldi,aldi,Aldi,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Aldi retailer/private-label brand line.,Flocons d'avoine | Harvest Morn Fruit & Fibre | MUESLI Chocolat & Amarante | Céréales fourrées Lait,"Aldi, Bon et Bio | Aldi | ALDI, simplement Bon et Bio | Aldi, Golden Bridge | Aldi,Swing",append_candidate
campina,campina,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Crème épaisse légère | verse volle melk | Yaourt sur myrtilles | Fromage frais demi ecremé | Campina - Lait AA Entier,Campina | Campina | Campina | Campina | CAMPINA,append_candidate
coop,coop,Manual review / complex ownership,manual_review,cereals,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Crunch müesli | Flocons d'épeautre bio | Knuspriges Müesli mit Schokolade und Amaranth | Bio Bircher Müesli | Porridge nature,"Coop | Coop,Coop Naturaplan,Naturaplan | Coop, naturaplan | Coop, Familia, Naturaplan | Coop, Naturaplan",append_candidate
fairlife,fairlife,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Whole ultra-filtered milk | Chocolate Reduced Fat Ultra-Filtered Milk | STRAWBERRY 2% REDUCED FAT ultra-filtered milk | CORE POWER Elite Vanilla Complete Protein | 2% Reduced Fat ultra-filtered milk,fairlife | fairlife | fairlife | Fairlife | fairlife,append_candidate
jardin bio,jardin bio,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Muesli aux graines gourmandes | Cornflakes | Croustilles bio | Muesli,myrtille,goji et cranberry | Muesli amande, noisette et noix de coco | Muesli chocolat noir et graines de lin","Jardin BIO, Léa Nature | Jardin Bio, Léa Nature | Jardin Bio, Léa Nature | Jardin Bio, Léa Nature | Jardin Bio | Jardin Bio étic, Jardin bio, Léa Nature",append_candidate
lidl,lidl,Lidl,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Lidl retailer/private-label brand line.,muesli | Muesli | Granola protéiné | muesli croustillant bio choco | Froot Loops,"lidl | Lidl | Lidl, One Day More | Lidl | Lidl",append_candidate
nestle,nestle,Manual review / complex ownership,manual_review,cereals,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,NESTLE P'TITE CEREALE 5 Céréales - Boîte 400g - Dès 6 mois | Fitness | Fitness énergie nutritive Fruits | Cheerios miel et 5 Céréales complètes | Nestle Crunch Chocolate Milk Cereal,"Nestlé, P'tite cereale | Nestlé | Nestlé | Nestlé | Nestlé",append_candidate
