gtin,region,reviewed_brand,reviewed_company,reviewed_category,source,status,audit_note,audit_basis,audit_source,reviewed_at
797776522682,,Boost,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,BOOST/Booster collision outside Nestlé nutritional-drink portfolio.,product evidence + conservative exclusion,Product-name / GTIN evidence in current audit,2026-09-02
7613036865531,,Buitoni,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Pastry dough/cooking sheet is outside Radar snacks/beverages/cereals/dairies scope.,product-format review,Manual product-image review in this audit,2026-09-02
8005420538616,,Buitoni,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Pastry dough/cooking sheet is outside Radar snacks/beverages/cereals/dairies scope.,product-format review,Manual product-image review in this audit,2026-09-02
7610036010107,,Villars,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,"Exact GTIN is Villars white chocolate, not Cailler/Nestlé.",exact GTIN evidence,https://www.auchan.fr/villars-tablette-de-chocolat-blanc-degustation/pr-C1247774,2026-09-02
7610306000067,,Gerber,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Haker Kokos is not Gerber baby-food branding; remove from Nestlé.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5401141000143,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080001669,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080001676,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080061151,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080018285,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
4014437525407,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
8413080238867,,gourmet,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Human-food products collided with Nestlé/Purina Gourmet pet-food portfolio name; remove from Nestlé.,manual review + portfolio-scope rule,Manual product-image review in this audit,2026-09-02
3023290719329,,La Laitière,Lactalis Nestlé Chilled Dairy,snacks,nestle_top9_product_audit_20260902,active,European chilled-dairy portfolio is operated by the Lactalis-Nestlé chilled-dairy venture.,authoritative JV ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/lactalisplaneurope-15dec05,2026-09-02
3770018078625,,La Vie,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
3770018078632,,La Vie,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Observed La Vie herbal-tea/snack products are unrelated to Nestlé portfolio.,manual review,Manual product-image review in this audit,2026-09-02
7613287399830,,Lion,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Lion cereal-bar product belongs to CPW cereal architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020031464,,Lion,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Lion cereal-bar product belongs to CPW cereal architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
7613033541049,,Lion,Froneri,snacks,nestle_top9_product_audit_20260902,active,Lion ice-cream format belongs to Froneri joint-venture portfolio.,product-format / JV portfolio,https://www.froneri.com/,2026-09-02
5900020033789,,Lion,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Lion cereal-bar product belongs to CPW cereal architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020036728,,Lion,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Lion cereal-bar product belongs to CPW cereal architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
7613034391414,,Maggi,Nestlé,OUT_OF_SCOPE,nestle_top9_product_audit_20260902,active,Maggi seasoning/cooking ingredient is outside the Radar four-category scope.,agreed category rule,Manual product-image review in this audit,2026-09-02
9300605021648,,Milo,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Milo cereal bar is part of Nestlé breakfast-cereal architecture handled by CPW.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
8888101090401,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Munchee biscuit brand collision; not Nestlé Munch.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8888101050801,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Munchee biscuit brand collision; not Nestlé Munch.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8888101080402,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Munchee biscuit brand collision; not Nestlé Munch.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
28400029278,,Munch,PepsiCo,snacks,nestle_top9_product_audit_20260902,active,Frito-Lay snack family collision with Nestlé Munch.,product-name / UPC-family evidence,Product-name / GTIN evidence in current audit,2026-09-02
60410019023,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Unrelated Munch-name product; conservative removal from Nestlé.,product evidence + conservative exclusion,Product-name / GTIN evidence in current audit,2026-09-02
8888101430337,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Munchee biscuit brand collision; not Nestlé Munch.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8888101280208,,Munch,Other / not mapped to a company,snacks,nestle_top9_product_audit_20260902,active,Munchee biscuit brand collision; not Nestlé Munch.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035251748,,Nescafé Dolce Gusto,Nestlé,beverages,nestle_top9_product_audit_20260902,active,"Green-tea macaron-labelled row is a Dolce Gusto capsule/beverage product, not a snack.",product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445290364357,,Nescafé Dolce Gusto,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Coffee/chocolate beverage capsules belong in beverages.,product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020025104,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020012593,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020012579,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020027184,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
8593893007437,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
9300605120686,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Nesquik cocoa/milk flavouring powder belongs in beverages.,product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
7613035239562,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Nesquik cocoa/milk flavouring powder belongs in beverages.,product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020031419,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020037237,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020040275,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020044754,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020036209,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020024169,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020031310,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
5900020017437,,Nesquik,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Nesquik cereal-bar/cereal product belongs to CPW architecture.,product-format + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
8033629400700,,Nesquik,Nestlé,beverages,nestle_top9_product_audit_20260902,active,Nesquik cocoa/milk flavouring powder belongs in beverages.,product-format evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020027221,,Golden Minis,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Golden Minis; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
28000010775,,Baby Ruth,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Baby Ruth, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
28000822057,,Butterfinger,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Butterfinger, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
8593893007499,,Cini Minis,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
28000469689,,Butterfinger,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Butterfinger, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
28000461997,,Crunch,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Crunch, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
28000268442,,Crunch,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
28000231828,,Raisinets,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Raisinets, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
28000966201,,Raisinets,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Raisinets, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
28000922269,,Laffy Taffy,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Laffy Taffy, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
79200931599,,Nerds,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Nerds, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
79200472146,,Runts,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
5000189273573,,Caramac,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
79200292676,,SweeTarts,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
79200370183,,Gobstopper,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Gobstopper, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
5900020023018,,Cini Minis,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020023025,,Cini Minis,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020029126,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020029102,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020029140,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020029119,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020029133,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020032386,,Clusters,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Explicit Nestlé-branded cereal/cereal-bar product Clusters; company routing belongs to Cereal Partners Worldwide JV.,Step 1 residual QA: product identity + ownership research,https://www.nestle-cereals.com/global/our-promises/about-cpw,2026-09-02
5900020005946,,Cookie Crisp,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
7622400928604,,Daim,Mondelēz International,snacks,nestle_top9_product_audit_20260902,active,Product name explicitly identifies competitor brand Daim; not a Nestlé product.,Step 1 residual QA: product identity + ownership research,Product-name / exact product identity evidence in current audit,2026-09-02
8131861540410,,Extrême,Froneri,snacks,nestle_top9_product_audit_20260902,active,"Explicit Extrême ice-cream product; current Froneri portfolio, not Nestlé company routing.",Step 1 residual QA: product identity + ownership research,https://www.froneri.com/it-IT/i-nostri-brand/,2026-09-02
28000089009,,Oh Henry!,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Oh Henry!, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
3387390325751,,Golden Grahams,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Cereal-bar product belongs to CPW architecture; explicit consumer brand restored.,product-name + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
8000300123494,,Motta,Bauli Group,snacks,nestle_top9_product_audit_20260902,active,Motta baked-goods product; Motta joined Bauli Group portfolio in 2009.,Step 1 residual QA: product identity + ownership research,https://www.bauligroup.com/who-we-are,2026-09-02
8000300164428,,Motta,Bauli Group,snacks,nestle_top9_product_audit_20260902,active,Motta baked-goods product; Motta joined Bauli Group portfolio in 2009.,Step 1 residual QA: product identity + ownership research,https://www.bauligroup.com/who-we-are,2026-09-02
8000300012163,,Motta,Bauli Group,snacks,nestle_top9_product_audit_20260902,active,Motta baked-goods product; Motta joined Bauli Group portfolio in 2009.,Step 1 residual QA: product identity + ownership research,https://www.bauligroup.com/who-we-are,2026-09-02
7613032310844,,Kinder,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Kinder product; not Nestlé.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8000300375855,,La Cremeria,Froneri,snacks,nestle_top9_product_audit_20260902,active,"Explicit La Cremeria ice-cream product; current Froneri portfolio, not Nestlé company routing.",Step 1 residual QA: product identity + ownership research,https://www.froneri.com/it-IT/i-nostri-brand/,2026-09-02
12112210,,La Lechera,Nestlé,snacks,nestle_top9_product_audit_20260902,active,Product explicitly identifies La Lechera; shelf-stable product remains Nestlé.,Step 1 residual QA: product identity + ownership research,Product-name evidence in current audit,2026-09-02
28000688776,,Laffy Taffy,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
28000778965,,Laffy Taffy,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
5000159474597,,Mars,Mars,snacks,nestle_top9_product_audit_20260902,active,Mars confectionery product; not Nestlé.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8000300355079,,Maxibon,Froneri,snacks,nestle_top9_product_audit_20260902,active,"Explicit Maxibon ice-cream product; current Froneri portfolio, not Nestlé company routing.",Step 1 residual QA: product identity + ownership research,https://www.froneri.com/it-IT/i-nostri-brand/,2026-09-02
28000081409,,Goobers,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand Goobers, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
5000159507363,,Milky Way,Mars,snacks,nestle_top9_product_audit_20260902,active,Product name explicitly identifies competitor brand Milky Way; not a Nestlé product.,Step 1 residual QA: product identity + ownership research,Product-name / exact product identity evidence in current audit,2026-09-02
79200928773,,SweeTarts,Ferrero,snacks,nestle_top9_product_audit_20260902,active,"Exact product belongs to legacy U.S. Nestlé confectionery brand SweeTarts, sold to Ferrero in 2018.",Step 1 residual QA: product identity + ownership research,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-ferrero,2026-09-02
79200370213,,Nerds,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
8033629400717,,Nesquik,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5900020046994,,Golden Grahams,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Cereal-bar product belongs to CPW architecture; explicit consumer brand restored.,product-name + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
3387390406733,,Golden Grahams,Cereal Partners Worldwide,snacks,nestle_top9_product_audit_20260902,active,Cereal-bar product belongs to CPW architecture; explicit consumer brand restored.,product-name + CPW portfolio,https://www.nestle.com/brands/cereals,2026-09-02
28000202033,,Butterfinger,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
8000300165609,,Motta,Bauli Group,snacks,nestle_top9_product_audit_20260902,active,Motta baked-goods product; Motta joined Bauli Group portfolio in 2009.,Step 1 residual QA: product identity + ownership research,https://www.bauligroup.com/who-we-are,2026-09-02
50251162,,Polo,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
50251797,,Polo,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
4029679365025,,PowerBar,Active Nutrition International,snacks,nestle_top9_product_audit_20260902,active,PowerBar left Nestlé in 2014; current international brand operator is Active Nutrition International.,Step 1 residual QA: product identity + ownership research,https://www.active-nutrition-international.com/pages/company,2026-09-02
79200715007,,Nerds,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
7613033796487,,Rowntree's,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
3033710000821,,Sundy,Dislog Group,snacks,nestle_top9_product_audit_20260902,active,Sundy was acquired from Nestlé by Dislog Group in 2025.,Step 1 residual QA: product identity + ownership research,https://dislogroup.com/en/dislog-group-acquiert-la-marque-emblematique-de-snacking-sundy-aupres-de-nestle/,2026-09-02
8000300231229,,Motta,Bauli Group,snacks,nestle_top9_product_audit_20260902,active,Motta baked-goods product; Motta joined Bauli Group portfolio in 2009.,Step 1 residual QA: product identity + ownership research,https://www.bauligroup.com/who-we-are,2026-09-02
7933925,,Nerds,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
7613034959287,,Toffee Crisp,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
79200230401,,Gobstopper,Ferrero,snacks,nestle_top9_product_audit_20260902,active,Legacy Nestlé US confectionery brand/product is now in Ferrero portfolio.,ownership transaction + exact product evidence,https://www.nestle.com/media/pressreleases/allpressreleases/nestle-agrees-to-sell-us-confectionery-business-to-ferrero,2026-09-02
7613034872630,,Yorkie,Nestlé,snacks,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
5056079901651,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
5000382123576,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
5056079901163,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
5056079900937,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
5000177482116,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
5060255920206,,Boost,A.G. Barr,beverages,nestle_top9_product_audit_20260902,active,UK BOOST functional drinks belong to A.G. Barr.,authoritative ownership research,https://www.agbarr.co.uk/about-us/news/boost-joins-ag-barr/,2026-09-02
6151100038517,,Milo,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445290026590,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
8445290044761,,Nescafé,Nestlé,beverages,nestle_top9_product_audit_20260902,active,More specific consumer-facing Nestlé beverage brand is explicit in product name.,product-name evidence,Product-name / GTIN evidence in current audit,2026-09-02
