review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c2_reinclude,scenario_c2_rule,scenario_c2_proposed_treatment,scenario_c2_review_status,scenario_c2_rationale
1080,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9004145002432,"Sonnentor Rooibos orange Tee, Bio",sonnentor,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/900/414/500/2432/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1081,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,90982842,Thé noir bio mure cassis,lipton,LIPTON Teas and Infusions,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/009/098/2842/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1082,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9312631120523,Dilmah Premium Ceylon Tea 100 Tea Bag Net,dilmah,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/931/263/112/0523/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1083,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9312631771527,Thé noir de Ceylan amamde italienne,dilmah,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/931/263/177/1527/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1084,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9312631801118,Dilmah Pure Ceylon 100 Tea Cup Bags,dilmah,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/931/263/180/1118/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1085,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,94604696,Thé saveur orange cannelle - Sinaasappel Kaneelthee,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/009/460/4696/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1086,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9556015110254,The oriental rose litchi,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/955/601/511/0254/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10;plausible_alcohol_formula_exception_energy_le100,include_in_market_overview_calculations_and_charts,pending_julia_review,Alcohol/fermented beverage name pattern with plausible energy <=100 kcal/100g; macro formula does not capture alcohol energy.
1087,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,68400112389,Tisane pêche et mangue naturellement sans caféine,lipton,LIPTON Teas and Infusions,FRANCE,beverages,https://images.openfoodfacts.org/images/products/006/840/011/2389/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.8571428571429,2.28571428571428,0.57142857142862,0.200000000000014,0.200000000000014,0.0,0.57142857142857,0.0,0.57142857142857,0.0,,0.0,0.0,19.99999999999965,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1088,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3582810361726,Le songe du colibri,les jardins de gaia,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/358/281/036/1726/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,9.0375,7.2136,1.8238999999999992,0.2018146611341631,0.2018146611341631,0.407,1.25825,0.0614,0.0604,0.0157,0.4214,0.012781,4.503457814661134,13.922544951590597,0.6793914246196404,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1089,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5055953900285,Gunpowder Thé Vert Menthe,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/505/595/390/0285/front_fr.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.2735,8.1426,2.1309000000000005,0.2074171411884947,0.2074171411884947,0.352,1.49465,0.084,0.53,0.022,0.74,0.017335,3.4262909427166983,14.548595902078162,0.8176376113301213,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1090,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70177111359,Twinings Thé vert menthe,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/017/711/1359/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.248,8.1208,2.1272,0.2075722092115535,0.2075722092115535,0.352,1.4892,0.084,0.53,0.022,0.74,0.01728,3.434816549570648,14.53161592505855,0.819672131147541,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1091,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3124480184429,Miss O!,orangina,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/312/448/018/4429/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,7.6,6.0,1.5999999999999996,0.2105263157894736,0.2105263157894736,0.1,1.4,0.0,1.2,0.0,,0.01,1.3157894736842106,18.421052631578945,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1092,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8435185955456,Orangina zero,orangina,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/843/518/595/5456/front_fr.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,7.6,6.0,1.5999999999999996,0.2105263157894736,0.2105263157894736,0.1,1.4,0.0,1.2,0.0,,0.01,1.3157894736842106,18.421052631578945,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1093,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4056489276500,Sirop zéro sucres parfum menthe verte,plein sud,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/405/648/927/6500/front_fr.27.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,7.0,8.5,-1.5,-0.2142857142857142,0.2142857142857142,0.5,0.5,0.5,0.5,0.1,1.1,0.1,7.142857142857142,7.142857142857142,7.142857142857142,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1094,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4260715292480,Holy hydration,holy,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/426/071/529/2480/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.2,3.3,0.9000000000000004,0.2142857142857143,0.2142857142857143,0.1,0.5,0.1,0.1,0.1,0.1,0.1,2.380952380952381,11.904761904761903,2.380952380952381,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1095,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4260715291353,HOLY Energy,holy,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/426/071/529/1353/front_en.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.7,2.9000000000000004,0.7999999999999998,0.2162162162162161,0.2162162162162161,0.2,0.3,0.1,0.1,0.1,0.3,0.1,5.405405405405405,8.108108108108107,2.702702702702702,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1096,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4002968053216,Zitrone Fit,tonissteiner,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/400/296/805/3216/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,3.13,0.8700000000000001,0.2175,0.2175,0.06,0.7,0.01,0.7,0.006,0.0,0.05,1.5,17.5,0.25,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1097,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4002968001651,Orange fit,tonissteiner,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/400/296/800/1651/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.2,4.0600000000000005,1.1399999999999997,0.2192307692307691,0.2192307692307691,0.07,0.9,0.02,0.9,0.001,,0.09,1.3461538461538465,17.307692307692307,0.3846153846153846,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1098,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3760289090129,Thé matcha culinaire 50g,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/028/909/0129/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.0,3.875,1.125,0.225,0.225,0.29,0.6,0.035,0.05,0.0096,,0.15,5.8,12.0,0.7000000000000001,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1099,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5425016890585,Kombucha Rooibos Basic,thylbert,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/542/501/689/0585/front_fr.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,4.9,-0.9000000000000004,-0.2250000000000001,0.2250000000000001,0.1,0.9,0.1,0.2,0.1,,0.0,2.5,22.5,2.5,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1100,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8423263101253,Fluicir Drink,housediet,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/842/326/310/1253/front_fr.18.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,2.45,-0.4500000000000002,-0.2250000000000001,0.2250000000000001,0.1,0.4,0.05,0.4,0.01,,0.0,5.0,20.0,2.5,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1101,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3760289090099,Thé Matcha Framboise 50g,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/028/909/0099/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,3.091999981552363,0.9080000184476372,0.2270000046119092,0.2270000046119092,0.23000000417233,0.47999998927116,0.028000000864267,0.03999999910593,0.0080000003799796,,0.12,5.75000010430825,11.999999731779,0.700000021606675,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1102,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,871561000699,Thé blanc,touch organic,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/087/156/100/0699/front_fr.19.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.99236,6.936859999999999,2.0555000000000003,0.228582930398694,0.228582930398694,0.2655,0.86,0.27054,0.27,0.02239,0.6335,0.006947,2.952506349834749,9.56367405219542,3.008553928001103,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1103,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3052910041182,Sirop Vanille Sugar free,le sirop de monin,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/305/291/004/1182/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,13.0,10.0,3.0,0.2307692307692307,0.2307692307692307,0.0,2.5,0.0,0.4,0.0,0.0,0.15,0.0,19.23076923076924,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1104,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3266191001647,Jus de choucroute lacto-fermenté,la vie claire,La Vie Claire,FRANCE,beverages,https://images.openfoodfacts.org/images/products/326/619/100/1647/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,13.0,10.0,3.0,0.2307692307692307,0.2307692307692307,1.0,1.5,0.0,1.0,0.0,0.2,0.6,7.6923076923076925,11.538461538461538,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1105,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8428020123707,JUS DE CITRON pressé,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/842/802/012/3707/front_fr.18.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,13.0,10.0,3.0,0.2307692307692307,0.2307692307692307,0.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,19.23076923076924,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1106,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3369680002214,Café Chaulet 100% Arabica,cafe chaulet,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/336/968/000/2214/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,4.93,-0.9299999999999996,-0.2324999999999999,0.2324999999999999,0.28,0.57,0.17,0.0,0.02,19.8,0.0,7.000000000000001,14.249999999999998,4.25,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1107,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3534779200844,Seve de bouleau,gayral reynier,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/353/477/920/0844/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.0,3.7,-0.6999999999999997,-0.2333333333333332,0.2333333333333332,0.0,0.7,0.1,0.5,0.0,,0.0,0.0,23.33333333333333,3.333333333333333,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1108,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3700496332346,Tisane,baronny's,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/049/633/2346/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.0,3.7,-0.6999999999999997,-0.2333333333333332,0.2333333333333332,0.0,0.7,0.1,0.3,0.1,,0.01,0.0,23.33333333333333,3.333333333333333,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1109,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70177085322,Twinings Lady Grey,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/017/708/5322/front_en.11.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.3585,2.574075,0.7844249999999997,0.2335640911121035,0.2335640911121035,0.03,0.5652,0.021475,0.252,0.00215,0.0885,0.0073155,0.8932559178204555,16.828941491737385,0.6394223611731429,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1110,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5816361,Jus de Citron,sunny delight,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/581/6361/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,1.8,0.0,,0.1,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1111,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3770013080159,Kéfir d'eau et de fruit Citron,kefirade,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/308/0159/front_fr.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,1.7,0.0,0.0,0.0,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1112,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3770013080166,Kéfir d'eau et de fruit Citron,kefirade,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/308/0166/front_fr.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,1.7,0.0,0.0,0.0,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1113,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3770013080173,Kéfir d'eau et de fruit Framboise,kefirade,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/308/0173/front_fr.25.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,1.7,0.0,0.0,0.0,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1114,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3770013080180,Kéfir d'eau et de fruit Framboise,kefirade,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/308/0180/front_fr.22.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,1.7,0.0,0.0,0.0,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
1115,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9354596006047,Dry london,lyres,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/935/459/600/6047/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,7.6,2.4000000000000004,0.24,0.24,0.0,1.9,0.0,0.5,0.0,0.0,0.0,0.0,19.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
