review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c_proposed_treatment,scenario_c_review_status,scenario_c_rationale
310,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4008137002993,Figur-fit Tee,bad heilbrunner,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/400/813/700/2993/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8130000000000001,0.1869999999999999,0.1869999999999999,0.1869999999999999,0.001,0.2,0.001,0.1,0.001,,0.001,0.1,20.0,0.1,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
311,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3222472217923,Thé vert aromatisé à la menthe Casino,casino,Casino,FRANCE,beverages,https://images.openfoodfacts.org/images/products/322/247/221/7923/front_fr.7.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,7.572,6.1532,1.4188,0.1873745377707343,0.1873745377707343,0.176,1.2678,0.042,0.265,0.011,0.37,0.01392,2.3243528790279977,16.743264659271,0.554675118858954,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
312,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3350031616600,Thé Vert aromatisé à la menthe,monoprix,Monoprix,FRANCE,beverages,https://images.openfoodfacts.org/images/products/335/003/161/6600/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,7.572,6.1532,1.4188,0.1873745377707343,0.1873745377707343,0.176,1.2678,0.042,0.265,0.011,0.37,0.01392,2.3243528790279977,16.743264659271,0.554675118858954,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
313,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8435185962379,Orangina zero,orangina,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/843/518/596/2379/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.0,6.5,1.5,0.1875,0.1875,0.0,1.4,0.1,1.2,0.0,,0.025,0.0,17.5,1.25,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
314,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70177175146,Orangery of Lady Grey,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/017/717/5146/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.6721,2.980305,0.6917949999999999,0.1883922006481304,0.1883922006481304,0.0362,0.6586,0.022345,0.3436,0.0024,0.11,0.0073525,0.9858119332262194,17.935241414994145,0.6085073935894992,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
315,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7630030384455,Limited Edition Rare Nespresso Selection Vintage 2011 Columbia,nespresso,Nestlé,FRANCE,beverages,https://images.openfoodfacts.org/images/products/763/003/038/4455/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,8.09,1.91,0.191,0.191,1.0,1.0,0.01,0.01,0.01,,0.0,10.0,10.0,0.1,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
316,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3478820006071,Thé vert menthe Jardin Bio,jardin bio,Léa Nature,FRANCE,beverages,https://images.openfoodfacts.org/images/products/347/882/000/6071/front_fr.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.046,6.4944,1.5515999999999996,0.1928411633109619,0.1928411633109619,0.2112,1.299,0.0504,0.318,0.0132,0.444,0.01446,2.6249067859806114,16.144668158090976,0.6263982102908278,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
317,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4267489870326,Bio pur jus de citron,solevita,Lidl,FRANCE,beverages,https://images.openfoodfacts.org/images/products/426/748/987/0326/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,6.453155,7.7,-1.2468450000000004,-0.1932147918343818,0.1932147918343818,0.0,1.7,0.1,0.1,0.0,0.1,0.0,0.0,26.34370319634349,1.5496295997849117,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
318,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70177287009,Twinings fresh thé vert citron,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/017/728/7009/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.1,4.1,1.0,0.196078431372549,0.196078431372549,0.3,0.5,0.1,0.5,0.1,0.5,,5.88235294117647,9.803921568627452,1.9607843137254903,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
319,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3582815661524,"Douceur exotique, les Jardins de Gaïa",les jardins de gaia,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/358/281/566/1524/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.081,8.10075,1.98025,0.1964338855272294,0.1964338855272294,0.08405,1.8877,0.02375,0.797,0.000475,0.17225,0.0107155,0.8337466521178455,18.725324868564627,0.2355917071719075,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
320,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4056489565383,Thé vert au citron,deluxe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/405/648/956/5383/front_fr.22.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.3715,4.3100000000000005,1.0614999999999997,0.1976170529647211,0.1976170529647211,0.005,1.06125,0.005,0.016,0.0001,0.005,0.010521,0.0930838685655775,19.75705110304384,0.0930838685655775,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
321,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3263850586118,Thé noir royal breakfast,franprix,Franprix,FRANCE,beverages,https://images.openfoodfacts.org/images/products/326/385/058/6118/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,6.0,4.8064,1.1936,0.1989333333333333,0.1989333333333333,0.527,0.626,0.0216,0.0,0.0,,,8.783333333333333,10.433333333333334,0.36,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
322,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3551100163043,Picot Maman Tisane Allaitement Tilleul Citron - Boite De,picot,,FRANCE,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8009000000000001,0.1990999999999999,0.1990999999999999,0.1990999999999999,0.0,0.2,0.0001,0.1,0.0,0.0,0.0,0.0,20.0,0.01,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
323,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3770014820426,Thé vert mûre framboise cassis,flore norman,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/482/0426/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,11.683,9.34655,2.3364499999999992,0.199987160831978,0.199987160831978,0.16095,2.07455,0.04495,1.073,0.0,0.7685,0.010565,1.377642728751177,17.756997346571943,0.3847470683899683,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
324,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4012584713289,Red tea jasmine lotus,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/401/258/471/3289/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.80000001192092,0.19999998807908,0.19999998807908,0.19999998807908,0.0,0.20000000298023,0.0,0.10000000149012,0.0,,0.0,0.0,20.000000298023,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
325,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5060587580468,Kombucha Gingembre,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/506/058/758/0468/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.80000001192092,0.19999998807908,0.19999998807908,0.19999998807908,0.0,0.20000000298023,0.0,0.20000000298023,0.0,,0.0,0.0,20.000000298023,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
326,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8413630000043,té verde,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/841/363/000/0043/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.80000001192092,0.19999998807908,0.19999998807908,0.19999998807908,0.0,0.20000000298023,0.0,0.10000000149012,0.0,,0.0,0.0,20.000000298023,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
327,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3583787572191,Electrolytes Drink Lemon Flavour,aptonia,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/358/378/757/2191/front_en.29.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.4,1.12,0.2799999999999998,0.1999999999999998,0.1999999999999998,0.0,0.28,0.0,0.0,0.0,0.0,0.125,0.0,20.000000000000004,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
328,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8001620017043,Zero allegra con succo d'agrumi,san benedetto,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/800/162/001/7043/front_fr.7.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,6.0,4.800000000000001,1.1999999999999993,0.1999999999999998,0.1999999999999998,0.1,1.1,0.0,1.1,0.0,,,1.6666666666666667,18.333333333333336,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
329,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8001620017128,Aranciata,san benedetto,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/800/162/001/7128/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,6.0,4.800000000000001,1.1999999999999993,0.1999999999999998,0.1999999999999998,0.1,1.1,0.0,1.1,0.0,,0.004,1.6666666666666667,18.333333333333336,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
330,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3033710043774,NESTLÉ TRADICORÉ Poche de,nestle,Nestlé,FRANCE,beverages,https://images.openfoodfacts.org/images/products/303/371/004/3774/front_fr.32.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,2.4,-0.3999999999999999,-0.1999999999999999,0.1999999999999999,0.1,0.5,0.0,0.5,0.0,0.7,0.0,5.0,25.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
331,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3250391373369,Anise sans alcool 1l,pastouret,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/325/039/137/3369/front_fr.26.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,2.4,-0.3999999999999999,-0.1999999999999999,0.1999999999999999,0.1,0.5,0.0,0.0,0.0,0.4,0.03,5.0,25.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
332,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3564700403860,Mon infusion douce soirée,marque repere,Leclerc,FRANCE,beverages,https://images.openfoodfacts.org/images/products/356/470/040/3860/front_fr.34.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,2.4,-0.3999999999999999,-0.1999999999999999,0.1999999999999999,0.1,0.5,0.0,0.5,0.0,0.0,0.0,5.0,25.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
333,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,58089005010,Thé à l’érable,erabliere,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/005/808/900/5010/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.1,0.1,0.0,0.1,0.0,0.0,0.0,10.0,10.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
334,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70177247935,Pomegranate green tea,twinings,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/017/724/7935/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,,,,,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
335,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,821055052024,Infusion détente,isomarine,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/082/105/505/2024/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
336,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20081171,"Kräutertee, Pfefferminze",cornwall,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/008/1171/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
337,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20156930,Tisane menthe poivrée bio,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/015/6930/front_fr.10.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,,,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
338,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20175474,Fleurs De Tilleul,lidl,Lidl,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/017/5474/front_fr.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
339,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20175504,Thé noir aromatisé agrume,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/017/5504/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.02,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
340,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20341060,Thé Vert Nature,lidl,Lidl,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/034/1060/front_fr.28.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.02,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
341,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,2072011000063,Grüner Tee - Orange-Ingwer,westcliff,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/207/201/100/0063/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
342,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20769482,Thé Vert Nature,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/076/9482/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
343,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20769628,Thé Vert Vanille,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/076/9628/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.01,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
344,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20800772,Breakfast tea thé noir,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/080/0772/front_fr.29.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
345,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20872571,Infusion menthe poivrée bio,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/087/2571/front_fr.19.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
346,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20872588,Infusion Bio 9 plantes,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/087/2588/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
347,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20872618,Infusion fenouil bio,lord nelson,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/087/2618/front_fr.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.8,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.2,0.0,0.1,0.0,,0.0,0.0,20.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
